x, 0, 0, 2026-01-13 15:24:45.611000, ../../../queries/job/2a.sql, 249.489, 489.536, PG
x, 1, 0, 2026-01-13 15:24:55.268268, ../../../queries/job/10c.sql, 249.739, 4362.564, PG
x, 2, 0, 2026-01-13 15:25:01.830390, ../../../queries/job/18a.sql, 254.576, 2837.497, PG
x, 3, 0, 2026-01-13 15:25:20.255072, ../../../queries/job/17a.sql, 238.818, 8905.246, PG
x, 4, 0, 2026-01-13 15:25:21.452616, ../../../queries/job/32b.sql, 230.155, 93.225, PG
x, 5, 0, 2026-01-13 15:25:27.649358, ../../../queries/job/30a.sql, 301.211, 1838.335, PG
x, 6, 0, 2026-01-13 15:25:28.707558, ../../../queries/job/6e.sql, 239.139, 15.716, PG
x, 7, 0, 2026-01-13 15:25:30.965387, ../../../queries/job/12c.sql, 251.425, 559.666, PG
x, 8, 0, 2026-01-13 15:25:32.298968, ../../../queries/job/21c.sql, 244.963, 65.186, PG
x, 9, 0, 2026-01-13 15:25:33.504954, ../../../queries/job/11a.sql, 239.041, 58.509, PG
x, 10, 0, 2026-01-13 15:25:36.791520, ../../../queries/job/16d.sql, 238.88, 1084.753, PG
x, 11, 0, 2026-01-13 15:25:42.742592, ../../../queries/job/25a.sql, 237.375, 2515.147, PG
x, 12, 0, 2026-01-13 15:25:52.382786, ../../../queries/job/10c.sql, 248.534, 4334.641, PG
x, 13, 0, 2026-01-13 15:26:28.290410, ../../../queries/job/16b.sql, 256.707, 17787.0, PG
x, 14, 0, 2026-01-13 15:26:30.216090, ../../../queries/job/2b.sql, 245.681, 422.239, PG
x, 15, 0, 2026-01-13 15:26:32.749962, ../../../queries/job/26b.sql, 296.448, 92.178, PG
x, 16, 0, 2026-01-13 15:26:36.415453, ../../../queries/job/16d.sql, 235.621, 1253.373, PG
x, 17, 0, 2026-01-13 15:26:39.552857, ../../../queries/job/28a.sql, 306.778, 214.947, PG
x, 18, 0, 2026-01-13 15:26:40.703880, ../../../queries/job/4b.sql, 243.437, 58.384, PG
x, 19, 0, 2026-01-13 15:26:42.406869, ../../../queries/job/10a.sql, 249.311, 318.994, PG
x, 20, 0, 2026-01-13 15:26:43.584335, ../../../queries/job/4b.sql, 237.633, 85.028, PG
x, 21, 0, 2026-01-13 15:26:58.448117, ../../../queries/job/30c.sql, 299.851, 6670.124, PG
x, 22, 0, 2026-01-13 15:26:59.692762, ../../../queries/job/1a.sql, 244.893, 100.434, PG
x, 23, 0, 2026-01-13 15:27:01.597313, ../../../queries/job/15a.sql, 248.947, 260.483, PG
x, 24, 0, 2026-01-13 15:27:05.395987, ../../../queries/job/8d.sql, 242.598, 1375.295, PG
